log_leafN_sitemean,Species,log_leafN
1.394118503,Glycyrrhiza uralensis,1.303196057
1.394118503,Glycyrrhiza uralensis,1.45484486
1.394118503,Glycyrrhiza uralensis,1.474216264
1.394118503,Limonium bicolor,1.434568904
1.394118503,Limonium bicolor,1.434568904
1.394118503,Nitraria sibirica,1.414973348
1.394118503,Nitraria sibirica,1.62838893
1.394118503,Pinus tabulaeformis,0.954242509
1.394118503,Pinus tabulaeformis,0.982271233
1.394118503,Platycladus orientalis,1.130333768
1.394118503,Polygonum sibiricum,1.463892989
1.394118503,Polygonum sibiricum,1.519827994
1.394118503,Polygonum sibiricum,1.540329475
1.394118503,Scorzonera mongolica var. putjatae,1.45484486
1.394118503,Suaeda corniculata,1.214843848
1.394118503,Suaeda corniculata,1.33243846
1.394118503,Suaeda corniculata,1.376576957
1.394118503,Suaeda corniculata,1.532754379
1.394118503,Suaeda corniculata,1.545307116
1.394118503,Suaeda glauca,1.517195898
1.394118503,Suaeda salsa,1.214843848
1.394118503,Suaeda salsa,1.33243846
1.394118503,Suaeda salsa,1.376576957
1.394118503,Suaeda salsa,1.532754379
1.394118503,Suaeda salsa,1.545307116
1.256701777,Deschampsia flexuosa,1.064457989
1.256701777,Empetrum nigrum,1.096910013
1.256701777,Vaccinium myrtillus,1.322219295
1.246502917,Deschampsia flexuosa,1.10720997
1.246502917,Empetrum nigrum,1.093421685
1.246502917,Vaccinium myrtillus,1.29666519
1.30049056,Prunus spinosa,1.326335861
1.30049056,Ribes uva-crispa,1.31386722
1.285744416,Rosa hugonis,1.184549481
1.285744416,Rhamnus davurica,1.31209269
1.285744416,Sophora davidii,1.440547019
1.285744416,Forsythia suspensa,1.081887139
1.285744416,Ziziphus jujuba var. spinosa,1.409645752
1.085348706,Dicranopteris dichotoma,0.973127854
1.085348706,Dicranopteris dichotoma,1.08278537
1.085348706,Rhodomyrtus tomentosa,0.982271233
1.063642922,Castanopsis sclerophylla,1.041392685
1.063642922,Castanopsis sclerophylla,1.056904851
1.063642922,Cyclobalanopsis glauca,1.136720567
1.063642922,Cyclobalanopsis glauca,1.1430148
1.063642922,Dicranopteris dichotoma,1.029383778
1.063642922,Eurya japonica,1.086359831
1.063642922,Pinus massoniana,1.008600172
1.063642922,Pinus massoniana,1.008600172
1.063642922,Pinus massoniana,1.012837225
1.063642922,Pinus massoniana,1.012837225
1.063642922,Quercus fabri,1.181843588
1.063642922,Rhodomyrtus tomentosa,1.086359831
1.063642922,Rhodomyrtus tomentosa,1.127104798
1.140820566,Cunninghamia lanceolata,1.025305865
1.140820566,Cunninghamia lanceolata,1.214843848
1.140820566,Dicranopteris dichotoma,0.919078092
1.140820566,Dicranopteris dichotoma,0.995635195
1.140820566,Dicranopteris dichotoma,1.012837225
1.140820566,Dicranopteris dichotoma,1.086359831
1.140820566,Dicranopteris dichotoma,1.10720997
1.140820566,Dicranopteris dichotoma,1.290034611
1.140820566,Liquidambar formosana,1.424881637
1.140820566,Loropetalum chinense,1.033423755
1.140820566,Loropetalum chinense,1.08278537
1.140820566,Loropetalum chinense,1.152288344
1.140820566,Rhododendron simsii,1.220108088
1.140820566,Rhododendron simsii,1.245512668
1.13519732,Cotinus coggygria,1.0523091
1.13519732,Myrsine africana,1.082821261
1.13519732,Viburnum utile,1.037267095
1.13519732,Quercus variabilis,1.255272505
1.291079936,Chloris virgata,1.399673721
1.291079936,Salicornia europaea,0.84509804
1.291079936,Salicornia europaea,1.06069784
1.291079936,Scorzonera mongolica var. putjatae,1.390935107
1.291079936,Suaeda glauca,1.514547753
1.291079936,Suaeda glauca,1.580924976
1.291079936,Suaeda salsa,1.120573931
1.291079936,Suaeda salsa,1.209515015
1.291079936,Suaeda salsa,1.416640507
1.291079936,Ziziphus jujuba var. spinosa,1.471291711
1.048578777,Baeckea frutescens,1.033423755
1.048578777,Baeckea frutescens,1.068185862
1.048578777,Dicranopteris dichotoma,0.959041392
1.048578777,Dicranopteris dichotoma,0.973127854
1.048578777,Dicranopteris dichotoma,1.017033339
1.048578777,Dicranopteris dichotoma,1.06069784
1.048578777,Dicranopteris dichotoma,1.149219113
1.048578777,Lycopodium cernuum,0.770852012
1.048578777,Lycopodium cernuum,0.875061263
1.048578777,Lycopodium cernuum,0.986771734
1.048578777,Lycopodium cernuum,1.089905111
1.048578777,Melastoma candidum,1.08278537
1.048578777,Melastoma candidum,1.161368002
1.048578777,Melastoma candidum,1.209515015
1.048578777,Melastoma candidum,1.220108088
1.048578777,Pinus massoniana,1.190331698
1.048578777,Rhaphiolepis indica,1.117271296
1.048578777,Rhaphiolepis indica,1.117271296
1.048578777,Rhodomyrtus tomentosa,0.913813852
1.048578777,Rhodomyrtus tomentosa,0.924279286
1.048578777,Rhodomyrtus tomentosa,0.959041392
1.048578777,Rhodomyrtus tomentosa,0.968482949
1.048578777,Rhodomyrtus tomentosa,1.123851641
1.237126163,Quercus fabri,1.250956439
1.237126163,Quercus variabilis,1.305910003
1.237126163,Cotinus coggygria,1.134591435
1.237126163,Loropetalum chinense,1.199508349
1.237126163,Quercus serrata,1.29466459
1.394244688,Achnatherum splendens,1.037426498
1.394244688,Achnatherum splendens,1.340444115
1.394244688,Nitraria sibirica,1.346352974
1.394244688,Nitraria sibirica,1.408239965
1.394244688,Nitraria sibirica,1.526339277
1.394244688,Nitraria sibirica,1.608526034
1.394244688,Nitraria sibirica,1.610660163
1.394244688,Nitraria sibirica,1.649334859
1.394244688,Polygonum sibiricum,1.606381365
1.394244688,Potentilla anserina,1.404833717
1.394244688,Salicornia europaea,1.149219113
1.394244688,Salicornia europaea,1.283301229
1.394244688,Salicornia europaea,1.390935107
1.394244688,Salicornia europaea,1.436162647
1.394244688,Scorzonera mongolica var. putjatae,1.365487985
1.394244688,Scorzonera mongolica var. putjatae,1.380211242
1.394244688,Scorzonera mongolica var. putjatae,1.383815366
1.394244688,Scorzonera mongolica var. putjatae,1.396199347
1.394244688,Scorzonera mongolica var. putjatae,1.428134794
1.394244688,Scorzonera mongolica var. putjatae,1.45484486
1.394244688,Scorzonera mongolica var. putjatae,1.592176757
1.394244688,Scorzonera mongolica var. putjatae,1.633468456
1.394244688,Suaeda corniculata,1.103803721
1.394244688,Suaeda corniculata,1.11058971
1.394244688,Suaeda corniculata,1.133538908
1.394244688,Suaeda corniculata,1.155336037
1.394244688,Suaeda corniculata,1.243038049
1.394244688,Suaeda corniculata,1.392696953
1.394244688,Suaeda corniculata,1.459392488
1.394244688,Suaeda glauca,1.230448921
1.394244688,Suaeda glauca,1.359835482
1.394244688,Suaeda glauca,1.509202522
1.394244688,Suaeda glauca,1.532754379
1.369274279,Ostryopsis davidiana,1.158362492
1.369274279,Periploca sepium,1.51054501
1.369274279,Platycladus orientalis,1.133538908
1.369274279,Quercus wutaishanica,1.204119983
1.369274279,Rhododendron micranthum,1.212187604
1.369274279,Ulmus pumila,1.481442629
1.369274279,Ziziphus jujuba var. spinosa,1.482873584
1.369274279,Ziziphus jujuba var. spinosa,1.633468456
1.084466982,Artemisia annua,1.05771686
1.084466982,Artemisia annua,1.05873349
1.084466982,Artemisia annua,1.132612922
1.084466982,Artemisia lavandulifolia,1.063801852
1.084466982,Artemisia lavandulifolia,1.081492243
1.084466982,Artemisia sacrorum,1.065740694
1.084466982,Artemisia sacrorum,1.08098384
1.084466982,Artemisia sacrorum,1.182655676
1.084466982,Artemisia scoparia,1.031624331
1.084466982,Artemisia scoparia,1.047538294
1.084466982,Artemisia scoparia,1.059724916
1.163101757,Artemisia annua,1.013138692
1.163101757,Artemisia annua,1.213027148
1.163101757,Artemisia argyi,0.97827756
1.163101757,Artemisia argyi,1.460039711
1.163101757,Artemisia capillaris,1.250197203
1.163101757,Artemisia scoparia,1.11567452
1.163101757,Artemisia scoparia,1.11692838
1.163101757,Artemisia scoparia,1.179468466
1.049727794,Dicranopteris dichotoma,0.939519253
1.049727794,Lycopodium cernuum,0.954242509
1.2825171,Cryptocarya chinensis,1.170261715
1.2825171,Cryptocarya chinensis,1.346352974
1.2825171,Cryptocarya chinensis,1.357934847
1.2825171,Dimocarpus longan,1.271841607
1.2825171,Dimocarpus longan,1.359835482
1.2825171,Psychotria rubra,1.117271296
1.2825171,Psychotria rubra,1.190331698
1.2825171,Schima superba,1.096910013
1.2825171,Schima superba,1.152288344
1.2825171,Schima superba,1.170261715
1.236058651,Cryptocarya chinensis,1.266231697
1.236058651,Cryptocarya chinensis,1.277609214
1.236058651,Pinus massoniana,1.1430148
1.236058651,Psychotria rubra,1.164055292
1.236058651,Schima superba,1.193124598
1.236058651,Schima superba,1.206556044
1.019501708,Cyclobalanopsis glauca,1.053078443
1.019501708,Dicranopteris dichotoma,0.86332286
1.019501708,Woodwardia japonica,1.06069784
1.313616325,Schima superba,1.20871002
1.00691832,Dicranopteris dichotoma,0.77815125
1.00691832,Dicranopteris dichotoma,0.897627091
1.00691832,Loropetalum chinense,1.133538908
1.00691832,Loropetalum chinense,1.133538908
1.00691832,Lycopodium cernuum,0.832508913
1.42903905,Nitraria sibirica,1.586587305
1.42903905,Phragmites communis,1.330413773
1.42903905,Phragmites communis,1.439332694
1.42903905,Phragmites communis,1.45331834
1.42903905,Polygonum sibiricum,1.426511261
1.42903905,Polygonum sibiricum,1.469822016
1.42903905,Suaeda corniculata,1.318063335
1.42903905,Suaeda corniculata,1.374748346
1.42903905,Suaeda salsa,1.318063335
1.42903905,Suaeda salsa,1.374748346
1.247019073,Cunninghamia lanceolata,1.190331698
1.247019073,Schima superba,1.263399331
1.338855157,Stipa krylovii,1.204119983
1.421253539,Ulmus macrocarpa,1.427080188
1.421253539,Ulmus macrocarpa,1.233884109
1.421253539,Ulmus macrocarpa,1.372083109
1.421253539,Ulmus macrocarpa,1.391288049
1.421253539,Ulmus macrocarpa,1.462817114
1.421253539,Caragana rosea,1.480825865
1.421253539,Caragana rosea,1.483030701
1.421253539,Caragana rosea,1.505339941
1.421253539,Caragana rosea,1.50940416
1.421253539,Caragana rosea,1.471907503
1.421253539,Caragana rosea,1.496071276
1.421253539,Caragana rosea,1.474085082
1.421253539,Caragana rosea,1.469365399
1.421253539,Caragana rosea,1.517855419
1.421253539,Caragana rosea,1.516217965
1.421253539,Caragana rosea,1.498820378
1.421253539,Caragana rosea,1.545109102
1.421253539,Caragana rosea,1.449570957
1.421253539,Caragana rosea,1.519591757
1.421253539,Caragana rosea,1.530647854
1.421253539,Leptopus chinensis,1.308457694
1.421253539,Leptopus chinensis,1.27246821
1.421253539,Leptopus chinensis,1.241546481
1.421253539,Leptopus chinensis,1.285242162
1.421253539,Leptopus chinensis,1.326356346
1.074828443,Dicranopteris dichotoma,0.799340549
1.074828443,Dicranopteris dichotoma,0.886490725
1.074828443,Dicranopteris dichotoma,0.919078092
1.074828443,Dicranopteris dichotoma,0.929418926
1.074828443,Dicranopteris dichotoma,0.959041392
1.074828443,Dicranopteris dichotoma,0.968482949
1.074828443,Dicranopteris dichotoma,0.977723605
1.074828443,Dicranopteris dichotoma,1.004321374
1.074828443,Eurya japonica,0.886490725
1.074828443,Eurya japonica,0.919078092
1.074828443,Eurya japonica,0.919078092
1.074828443,Eurya japonica,1.012837225
1.074828443,Eurya japonica,1.041392685
1.074828443,Eurya japonica,1.117271296
1.074828443,Eurya japonica,1.146128036
1.074828443,Gardenia jasminoides,1.133538908
1.074828443,Gardenia jasminoides,1.1430148
1.074828443,Gardenia jasminoides,1.181843588
1.074828443,Loropetalum chinense,1.06069784
1.074828443,Loropetalum chinense,1.064457989
1.074828443,Loropetalum chinense,1.068185862
1.074828443,Loropetalum chinense,1.086359831
1.074828443,Loropetalum chinense,1.164352856
1.074828443,Lycopodium cernuum,0.73239376
1.074828443,Pinus massoniana,1.004321374
1.074828443,Quercus fabri,1.190331698
1.074828443,Quercus fabri,1.227886705
1.074828443,Quercus fabri,1.243038049
1.074828443,Rhododendron simsii,1.053078443
1.074828443,Rhododendron simsii,1.068185862
1.074828443,Rhododendron simsii,1.08278537
1.074828443,Rhododendron simsii,1.117271296
1.074828443,Vaccinium bracteatum,1.096910013
1.074828443,Vaccinium bracteatum,1.096910013
1.074828443,Woodwardia japonica,0.995635195
1.074828443,Woodwardia japonica,1.008600172
1.074828443,Woodwardia japonica,1.033423755
1.074828443,Woodwardia japonica,1.075546961
1.074828443,Woodwardia japonica,1.08278537
1.074828443,Woodwardia japonica,1.149219113
1.331148169,Artemisia frigida,1.36361198
1.331148169,Artemisia frigida,1.426511261
1.331148169,Caragana microphylla,1.667452953
1.331148169,Koeleria cristata,1.212187604
1.331148169,Medicago ruthenica,1.469822016
1.331148169,Reaumuria songarica,1.431363764
1.331148169,Stipa grandis,1.195899652
1.398297773,Chloris virgata,1.045322979
1.398297773,Limonium bicolor,1.292256071
1.398297773,Phragmites communis,1.374748346
1.398297773,Polygonum sibiricum,1.439332694
1.398297773,Suaeda salsa,1.444044796
1.398297773,Suaeda salsa,1.492760389
1.286168868,Phragmites communis,1.201397124
1.286168868,Pinus tabulaeformis,1.219584526
1.286168868,Robinia pseudoacacia,1.469085299
1.286168868,Suaeda salsa,1.283979284
1.286168868,Tamarix chinensis,1.347330015
1.572166522,Artemisia frigida,1.546048866
1.572166522,Caragana microphylla,1.657629431
1.572166522,Caragana stenophylla,1.555336328
1.402810397,Acanthopanax senticosus,1.559906625
1.402810397,Carpinus turczaninowii,1.385606274
1.402810397,Celastrus orbiculatus,1.45484486
1.402810397,Corylus heterophylla,1.29666519
1.402810397,hippophae rhamnoides,1.423245874
1.402810397,Juglans mandshurica,1.567026366
1.402810397,Leptopus chinensis,1.431363764
1.402810397,Lespedeza bicolor,1.564666064
1.402810397,Lespedeza davurica,1.447158031
1.402810397,Lonicera chrysantha,1.352182518
1.402810397,Malus baccata,1.367355921
1.402810397,Myripnois dioica,1.276461804
1.402810397,Phellodendron amurense,1.521138084
1.402810397,Populus davidiana,1.372912003
1.402810397,Prunus armeniaca,1.392169149
1.402810397,Quercus mongolica,1.424228071
1.402810397,Rhamnus parvifolia,1.264817823
1.402810397,Rhododendron micranthum,1.309630167
1.402810397,Ribes mandshuricum,1.426511261
1.402810397,Rubus crataegifolius,1.386498966
1.402810397,Salix caprea,1.365487985
1.402810397,Sambucus williamsii,1.576916956
1.402810397,Schisandra chinensis,1.418301291
1.402810397,Spiraea pubescens,1.478566496
1.402810397,Spiraea trilobata,1.365487985
1.402810397,Tilia amurensis,1.378397901
1.402810397,Tilia mandshurica,1.436162647
1.402810397,Viburnum mongolicum,1.235528447
1.402810397,Vitis amurensis,1.555094449
1.426075881,Acanthopanax senticosus,1.559906625
1.426075881,Artemisia sacrorum,1.434568904
1.426075881,Carpinus turczaninowii,1.385606274
1.426075881,Celastrus orbiculatus,1.45484486
1.426075881,Corylus heterophylla,1.29666519
1.426075881,hippophae rhamnoides,1.423245874
1.426075881,Juglans mandshurica,1.567026366
1.426075881,Leptopus chinensis,1.431363764
1.426075881,Lespedeza bicolor,1.564666064
1.426075881,Lespedeza davurica,1.447158031
1.426075881,Lonicera chrysantha,1.352182518
1.426075881,Malus baccata,1.367355921
1.426075881,Myripnois dioica,1.276461804
1.426075881,Phellodendron amurense,1.521138084
